"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
"41","variable","AX-OS-041","AXDORO Signature Oversized Heavy Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The AXDORO Signature Oversized Heavy Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","35","0","0","0.35","30","25","3","1","","999","1499","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1576566588028-4147f3842f27?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Urban Black, Off White, Sage Green","1","1","GSM","240 GSM","1","1"
"42","variable","AX-OS-042","Tokyo Neon Cyberpunk Drop Shoulder Tee Edition 3","1","1","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Tokyo Neon Cyberpunk Drop Shoulder Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","48","0","0","0.35","30","25","3","1","","1099","1599","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1556905055-8f358a7a47b2?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1624378439575-d8705ad7ae80?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Washed Charcoal, Sage Green, Mocha Brown","1","1","GSM","240 GSM","1","1"
"43","variable","AX-OS-043","Urban Nomad Heavyweight Boxy Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Urban Nomad Heavyweight Boxy Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","16","0","0","0.35","30","25","3","1","","1199","1699","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1509967419530-da38b4704bc6?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Sand Dune, Mocha Brown, Navy Blue","1","1","GSM","240 GSM","1","1"
"44","variable","AX-OS-044","Renaissance Glitch 240 GSM Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Renaissance Glitch 240 GSM Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","29","0","0","0.35","30","25","3","1","","1299","1799","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1618354691438-25bc04584c03?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1527719327859-c6ce80353573?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1578632767115-351597cf2477?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Terracotta, Navy Blue, Slate Grey","1","1","GSM","240 GSM","1","1"
"45","variable","AX-OS-045","Monochrome Heavyweight Streetwear Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Monochrome Heavyweight Streetwear Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","42","0","0","0.35","30","25","3","1","","1399","1899","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1578632767114-114407b4695b?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Muted Olive, Slate Grey, Off White","1","1","GSM","240 GSM","1","1"
"46","variable","AX-OS-046","Astral Dimension Backprint Oversized Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Astral Dimension Backprint Oversized Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","10","0","0","0.35","30","25","3","1","","999","1499","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1544441893-675973e31985?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1503342394128-c104d54dba01?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Urban Black, Off White, Sage Green","1","1","GSM","240 GSM","1","1"
"47","variable","AX-OS-047","Nocturnal Rebellion Drop Shoulder Tee Edition 3","1","1","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Nocturnal Rebellion Drop Shoulder Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","23","0","0","0.35","30","25","3","1","","1099","1599","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1508427953056-b00b8d78ebf5?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1576566588028-4147f3842f27?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Washed Charcoal, Sage Green, Mocha Brown","1","1","GSM","240 GSM","1","1"
"48","variable","AX-OS-048","Concrete Jungle Typography Heavy Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Concrete Jungle Typography Heavy Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","36","0","0","0.35","30","25","3","1","","1199","1699","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Sand Dune, Mocha Brown, Navy Blue","1","1","GSM","240 GSM","1","1"
"49","variable","AX-OS-049","Kinetic Motion Graphic Oversized Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Kinetic Motion Graphic Oversized Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","49","0","0","0.35","30","25","3","1","","1299","1799","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1556905055-8f358a7a47b2?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1624378439575-d8705ad7ae80?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1509967419530-da38b4704bc6?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Terracotta, Navy Blue, Slate Grey","1","1","GSM","240 GSM","1","1"
"50","variable","AX-OS-050","Raw Edge Heavyweight Boxy Tee Edition 3","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Raw Edge Heavyweight Boxy Tee Edition 3 is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","17","0","0","0.35","30","25","3","1","","1399","1899","Oversized T-Shirts","streetwear, 240gsm, oversized, axdoro, heavyweight","","https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1618354691438-25bc04584c03?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Muted Olive, Slate Grey, Off White","1","1","GSM","240 GSM","1","1"
"51","variable","AX-GR-051","Aetherial Spectrum Backprint Graphic Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Aetherial Spectrum Backprint Graphic Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","10","0","0","0.35","30","25","3","1","","1199","1699","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1576566588028-4147f3842f27?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Urban Black, Off White, Sage Green","1","1","GSM","240 GSM","1","1"
"52","variable","AX-GR-052","Cyber Shinjuku High-Density Graphic Tee","1","1","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Cyber Shinjuku High-Density Graphic Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","23","0","0","0.35","30","25","3","1","","1299","1799","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1556905055-8f358a7a47b2?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1624378439575-d8705ad7ae80?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Washed Charcoal, Sage Green, Mocha Brown","1","1","GSM","240 GSM","1","1"
"53","variable","AX-GR-053","Ethereal Mind Typography Heavyweight Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Ethereal Mind Typography Heavyweight Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","36","0","0","0.35","30","25","3","1","","1399","1899","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1509967419530-da38b4704bc6?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Sand Dune, Mocha Brown, Navy Blue","1","1","GSM","240 GSM","1","1"
"54","variable","AX-GR-054","Vanguard Division Heavy Graphic Drop","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Vanguard Division Heavy Graphic Drop is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","49","0","0","0.35","30","25","3","1","","1499","1999","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1618354691438-25bc04584c03?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1527719327859-c6ce80353573?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1578632767115-351597cf2477?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Terracotta, Navy Blue, Slate Grey","1","1","GSM","240 GSM","1","1"
"55","variable","AX-GR-055","Hyperdrive Distortion Oversized Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Hyperdrive Distortion Oversized Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","17","0","0","0.35","30","25","3","1","","1599","2099","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1578632767114-114407b4695b?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Muted Olive, Slate Grey, Off White","1","1","GSM","240 GSM","1","1"
"56","variable","AX-GR-056","Solar Flare Screenprint Boxy Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Solar Flare Screenprint Boxy Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","30","0","0","0.35","30","25","3","1","","1199","1699","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1544441893-675973e31985?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1503342394128-c104d54dba01?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Urban Black, Off White, Sage Green","1","1","GSM","240 GSM","1","1"
"57","variable","AX-GR-057","Digital Horizon Graphic Street Tee","1","1","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Digital Horizon Graphic Street Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","43","0","0","0.35","30","25","3","1","","1299","1799","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1508427953056-b00b8d78ebf5?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1576566588028-4147f3842f27?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Washed Charcoal, Sage Green, Mocha Brown","1","1","GSM","240 GSM","1","1"
"58","variable","AX-GR-058","Obsidian Relic Heavyweight Graphic Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Obsidian Relic Heavyweight Graphic Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","11","0","0","0.35","30","25","3","1","","1399","1899","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Sand Dune, Mocha Brown, Navy Blue","1","1","GSM","240 GSM","1","1"
"59","variable","AX-GR-059","Sonic Pulse Oversized Streetwear Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Sonic Pulse Oversized Streetwear Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","24","0","0","0.35","30","25","3","1","","1499","1999","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1556905055-8f358a7a47b2?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1624378439575-d8705ad7ae80?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1509967419530-da38b4704bc6?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Terracotta, Navy Blue, Slate Grey","1","1","GSM","240 GSM","1","1"
"60","variable","AX-GR-060","Phantom State Typography Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Phantom State Typography Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","37","0","0","0.35","30","25","3","1","","1599","2099","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1618354691438-25bc04584c03?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Muted Olive, Slate Grey, Off White","1","1","GSM","240 GSM","1","1"
"61","variable","AX-GR-061","Vortex Dimension Graphic Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Vortex Dimension Graphic Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","50","0","0","0.35","30","25","3","1","","1199","1699","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1527719327859-c6ce80353573?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1578632767115-351597cf2477?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1578632767114-114407b4695b?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Urban Black, Off White, Sage Green","1","1","GSM","240 GSM","1","1"
"62","variable","AX-GR-062","Neural Matrix 240 GSM Streetwear Tee","1","1","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Neural Matrix 240 GSM Streetwear Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","18","0","0","0.35","30","25","3","1","","1299","1799","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1544441893-675973e31985?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Washed Charcoal, Sage Green, Mocha Brown","1","1","GSM","240 GSM","1","1"
"63","variable","AX-GR-063","Quantum Shift Screenprint Heavy Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Quantum Shift Screenprint Heavy Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","31","0","0","0.35","30","25","3","1","","1399","1899","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1503342394128-c104d54dba01?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Sand Dune, Mocha Brown, Navy Blue","1","1","GSM","240 GSM","1","1"
"64","variable","AX-GR-064","Retro Futura High-Density Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Retro Futura High-Density Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","44","0","0","0.35","30","25","3","1","","1499","1999","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1508427953056-b00b8d78ebf5?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1576566588028-4147f3842f27?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Terracotta, Navy Blue, Slate Grey","1","1","GSM","240 GSM","1","1"
"65","variable","AX-GR-065","Midnight Odyssey Graphic Oversized Tee","1","0","visible","Engineered from signature 240 GSM combed cotton with a structured drop-shoulder drape and durable non-curling collar.","The Midnight Odyssey Graphic Oversized Tee is crafted for individuals who appreciate architectural structure and superior drape. Woven from 100% long-staple combed cotton at 240 GSM, it offers the ideal heft without feeling suffocating. Features double-needle reinforced chain stitching at the shoulders, custom ribbed collar that retains its shape wash after wash, and pre-shrunk bio-wash finishing for supreme softness.","","","taxable","standard","1","12","0","0","0.35","30","25","3","1","","1599","2099","Graphic Streetwear","streetwear, 240gsm, boxy, axdoro, heavyweight","","https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=800&q=80, https://images.unsplash.com/photo-1556905055-8f358a7a47b2?auto=format&fit=crop&w=800&q=80","","","","","","","","","0","Size","XS, S, M, L, XL, XXL","1","1","Color","Muted Olive, Slate Grey, Off White","1","1","GSM","240 GSM","1","1"
